iter	RMSE
525	4.513104404
526	4.511458328
527	4.5105734
528	4.510370924
529	4.509109851
530	4.508721761
531	4.507510252
532	4.506534864
533	4.504511634
534	4.50227394
535	4.500361746
536	4.498570885
537	4.496939038
538	4.494433357
539	4.493094393
540	4.491236554
541	4.490135444
542	4.488858346
543	4.488666651
544	4.486103146
545	4.483429269
546	4.481130816
547	4.480788113
548	4.479400248
549	4.478065413
550	4.476633643
551	4.474371876
552	4.473524804
553	4.471164895
554	4.470877035
555	4.468286219
556	4.46684417
557	4.465066641
558	4.462297492
559	4.460767073
560	4.460578052
561	4.458965923
562	4.458121131
563	4.455971803
564	4.455370122
565	4.454364902
566	4.453460031
567	4.45145483
568	4.451042794
569	4.450570104
570	4.449505797
571	4.448731447
572	4.447980334
573	4.446202403
574	4.44528005
575	4.444478017
576	4.443780221
577	4.442093307
578	4.439598547
579	4.438327349
580	4.436768092
581	4.436628441
582	4.434867849
583	4.432288823
584	4.429285881
585	4.428958138
586	4.426697947
587	4.425962438
588	4.423728899
589	4.422870284
590	4.421580634
591	4.420258779
592	4.418427251
593	4.417215718
594	4.415270068
595	4.413694727
596	4.413392982
597	4.412509818
598	4.411154565
599	4.408668241
600	4.405699671
601	4.404191477
602	4.39906639
603	4.397439249
604	4.395606121
605	4.395486962
606	4.393022287
607	4.39284678
608	4.392665665
609	4.391345478
610	4.391070645
611	4.389381375
612	4.388723923
613	4.387804483
614	4.386348354
615	4.385144048
616	4.385043496
617	4.384409757
618	4.382516821
619	4.381809834
620	4.381631631
621	4.379367425
622	4.377587749
623	4.376973224
624	4.37274984
625	4.370862476
626	4.369754466
627	4.368117977
628	4.367948468
629	4.366470064
630	4.36303467
631	4.362434514
632	4.36198753
633	4.360886198
634	4.360522791
635	4.358323629
636	4.357478266
637	4.35537264
638	4.353884152
639	4.35362002
640	4.353468684
641	4.351792067
642	4.351565652
643	4.35050211
644	4.3495789
645	4.348164392
646	4.348001606
647	4.346768885
648	4.346722667
649	4.344358672
650	4.342748336
651	4.34158727
652	4.340284704
653	4.338812675
654	4.338027619
655	4.336708636
656	4.335277492
657	4.334029614
658	4.332509613
659	4.332066766
660	4.330219895
661	4.328827233
662	4.328698688
663	4.328106021
664	4.326714495
665	4.325738012
666	4.322931804
667	4.32265277
668	4.3197815
669	4.319148838
670	4.317019392
671	4.31622524
672	4.315634949
673	4.314743378
674	4.313803864
675	4.312642834
676	4.311474409
677	4.310753543
678	4.307618732
679	4.306518872
680	4.30499792
681	4.302691512
682	4.301280883
683	4.299786419
684	4.29904381
685	4.298400611
686	4.296547602
687	4.29470999
688	4.292992224
689	4.29244647
690	4.290876954
691	4.290637169
692	4.288798717
693	4.286026005
694	4.285886127
695	4.285043991
696	4.283617939
697	4.283058697
698	4.282528184
699	4.281273046
700	4.280071649
701	4.279530853
702	4.277459888
703	4.277022366
704	4.276089164
705	4.273223785
706	4.273120453
707	4.272418075
708	4.271766342
709	4.270114233
710	4.268847457
711	4.267408489
712	4.262865683
713	4.262112068
714	4.26186007
715	4.260514586
716	4.258592928
717	4.257872829
718	4.256555102
719	4.253329149
720	4.249087696
721	4.248897856
722	4.24731111
723	4.246426598
724	4.245919871
725	4.243613006
726	4.242575299
727	4.240988227
728	4.238913563
729	4.237831169
730	4.237180299
731	4.235067426
732	4.233353527
733	4.23322993
734	4.232827902
735	4.232118623
736	4.230552792
737	4.229858326
738	4.228072676
739	4.227630679
740	4.226812507
741	4.224157858
742	4.223433097
743	4.223014581
744	4.22225166
745	4.219775494
746	4.217282679
747	4.217047152
748	4.216209818
749	4.215227357
750	4.21430008
751	4.210295172
752	4.208583397
753	4.2064497
754	4.205517334
755	4.205437792
756	4.204187399
757	4.202726682
758	4.201603617
759	4.201080892
760	4.199996006
761	4.199739041
762	4.197983164
763	4.197047824
764	4.196659077
765	4.195529498
766	4.195396787
767	4.194035812
768	4.193844223
769	4.190045872
770	4.188543311
771	4.187180719
772	4.185642734
773	4.184274143
774	4.18313305
775	4.182842476
776	4.180607047
777	4.179397882
778	4.178781439
779	4.178072775
780	4.176985276
781	4.176561394
782	4.176367792
783	4.174784501
784	4.172392199
785	4.172316636
786	4.171054342
787	4.169851015
788	4.168877633
789	4.167787511
790	4.165707391
791	4.165414105
792	4.164456365
793	4.164309621
794	4.162679806
795	4.162454438
796	4.16175165
797	4.161351757
798	4.160375103
799	4.159880261
800	4.159590681
801	4.158386498
802	4.156869131
803	4.155498982
804	4.154024113
805	4.152572741
806	4.15145891
807	4.150253042
808	4.146640116
809	4.146313979
810	4.144733927
811	4.143224952
812	4.141638271
813	4.140265599
814	4.139845076
815	4.13975998
816	4.138826413
817	4.138188239
818	4.136763328
819	4.13603951
820	4.135561585
821	4.134506969
822	4.133644249
823	4.133622495
824	4.133244084
825	4.132439619
826	4.131655561
827	4.130858643
828	4.12927261
829	4.129191666
830	4.128118296
831	4.125585402
832	4.125255479
833	4.124278185
834	4.124086152
835	4.122262121
836	4.12107485
837	4.118778641
838	4.117451214
839	4.116158275
840	4.113721169
841	4.113297834
842	4.11199374
843	4.110944163
844	4.108256543
845	4.107859612
846	4.105411442
847	4.104517995
848	4.103556667
849	4.10283057
850	4.100574639
851	4.100496407
852	4.100017856
853	4.098433797
854	4.098284607
855	4.096651793
856	4.094534114
857	4.093823521
858	4.093137043
859	4.092457791
860	4.092033286
861	4.090823548
862	4.090731077
863	4.089665254
864	4.087237389
865	4.08692904
866	4.08572126
867	4.085006506
868	4.084912866
869	4.083878201
870	4.083021268
871	4.082162926
872	4.080027528
873	4.079728675
874	4.077389279
875	4.077347237
876	4.0763902
877	4.075446696
878	4.074622498
879	4.074474506
880	4.073771521
881	4.073414956
882	4.072318634
883	4.071564494
884	4.071360098
885	4.069881096
886	4.068088767
887	4.067546925
888	4.065478903
889	4.064285101
890	4.062239497
891	4.061216745
892	4.060864805
893	4.059885963
894	4.058173146
895	4.056557092
896	4.055703401
897	4.054593245
898	4.054140418
899	4.053814355
900	4.053676845
901	4.052972646
902	4.050785627
903	4.04885753
904	4.047989235
905	4.047826442
906	4.046254727
907	4.045479214
908	4.045345615
909	4.044681098
910	4.044615022
911	4.042864357
912	4.042153337
913	4.041957422
914	4.0410146
915	4.039743589
916	4.039617996
917	4.039553898
918	4.038093401
919	4.036727091
920	4.03633801
921	4.036216389
922	4.035472162
923	4.034361556
924	4.033597246
925	4.033221853
926	4.032034282
927	4.031963303
928	4.030141859
929	4.029025842
930	4.028957177
931	4.02814826
932	4.0259607
933	4.025542164
934	4.025513712
935	4.024245788
936	4.023623658
937	4.021300294
938	4.020256443
939	4.017257445
940	4.016927878
941	4.016158812
942	4.015384132
943	4.013712024
944	4.012697866
945	4.01151405
946	4.009745166
947	4.008269435
948	4.007748611
949	4.007496138
950	4.005498232
951	4.005294542
952	4.004474971
953	4.00358359
954	4.001981173
955	4.00180519
956	4.001374409
957	4.00080102
958	4.000693354
959	3.997490304
960	3.997416033
961	3.996552244
962	3.995368123
963	3.99487054
964	3.994765762
965	3.994049918
966	3.993761447
967	3.993514074
968	3.993437978
969	3.992476544
970	3.991201027
971	3.990606624
972	3.989273823
973	3.988946184
974	3.988247003
975	3.987055418
976	3.986087238
977	3.984584829
978	3.98311722
979	3.980743889
980	3.979936204
981	3.97774328
982	3.977676068
983	3.97705586
984	3.976750601
985	3.97665336
986	3.975788525
987	3.974882421
988	3.974761376
989	3.974478953
990	3.97307832
991	3.97144867
992	3.970805795
993	3.968063278
994	3.966811989
995	3.966281267
996	3.965451725
997	3.964920025
998	3.964857236
999	3.962276144
